SITE,UNIT,DATA_DATE,LANGUAGE,WORKER___1,WORKER___2,WORKER___3,PROVIDER_HANDS_BEF,PROVIDER_HANDS_AFT,NURSE_HANDS_BEF,NURSE_HANDS_AFT,MT_HANDS_BEF,MT_HANDS_AFT
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/12/2023,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/12/2023,1,1,1,0,1,1,1,1,,
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/12/2023,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/12/2023,1,1,1,0,1,1,1,1,,
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/12/2023,1,1,1,1,1,1,1,1,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,1/1/1900,1,1,0,1,1,1,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/12/2023,1,1,0,1,1,1,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/12/2023,1,1,1,1,1,1,1,1,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/13/2023,1,1,0,1,1,1,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/13/2023,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,10/13/2023,1,0,0,1,,,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/13/2023,1,1,0,1,2,2,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/13/2023,1,1,1,1,1,1,1,1,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,10/13/2023,1,0,0,1,,,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/13/2023,1,1,1,1,1,1,1,1,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,1/1/1900,,0,0,0,,,,,,
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/16/2023,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/16/2023,1,1,1,1,1,1,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,1/1/1900,1,1,0,1,1,1,,,1,1
MSDFP,2052 Richmond Rd ENT,10/16/2023,1,1,0,1,1,1,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,10/16/2023,1,0,1,0,,,1,1,,
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,10/16/2023,1,1,1,0,1,1,1,1,,
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,1/1/1900,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,1/1/1900,1,0,0,1,,,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/17/2023,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/17/2023,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/17/2023,1,1,0,0,1,1,,,,
MSDFP,234 E 85th St Primary Care 6th Flr,10/17/2023,1,1,1,1,1,1,1,1,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/19/2023,1,0,1,0,,,1,1,,
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/19/2023,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/19/2023,1,1,0,1,1,1,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,1/1/1900,1,1,0,1,1,1,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/19/2023,1,1,0,1,1,1,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/19/2023,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/20/2023,1,0,1,0,,,1,1,,
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/20/2023,1,1,1,1,1,1,1,1,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/23/2023,1,0,0,1,,,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/23/2023,1,0,0,1,,,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/24/2023,1,0,0,1,,,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/24/2023,1,1,0,0,1,1,,,,
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/24/2023,1,0,0,1,,,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/24/2023,1,0,0,1,,,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Dermatology,10/25/2023,1,1,0,1,1,1,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/26/2023,1,0,0,1,,,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/26/2023,1,0,0,1,,,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,10/26/2023,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,10/30/2023,1,1,0,1,1,1,,,1,1
MSDFP,"5 E 98th St Obstetrics, Gynecology and Reproductive Science 2nd Flr",10/30/2023,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,11/3/2023,1,1,1,0,1,,1,1,,
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,11/7/2023,1,1,0,1,1,1,,,1,1
MSDFP,620 Columbus Ave Dermatology,11/30/2023,1,1,0,1,1,1,,,1,1
MSDFP,234 E 85th St Primary Care 6th Flr,12/1/2023,1,1,0,1,1,1,,,1,1
MSDFP,234 E 85th St Primary Care 6th Flr,1/2/2024,1,1,1,0,1,0,0,1,,
MSDFP,5 E 98th St ENT,1/1/1900,1,0,0,0,,,,,,
MSDFP,234 E 85th St Primary Care 6th Flr,1/31/2024,1,1,0,1,1,1,,,1,1
MSDFP,5 E 98th St Pediatrics 10th Flr,2/7/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,"5 E 98th St Obstetrics, Gynecology and Reproductive Science 2nd Flr",2/13/2024,1,1,0,1,0,0,,,0,0
MSDFP,NULL,3/6/2024,2,1,0,0,1,1,,,,
MSDFP,234 E 85th St Primary Care 2nd Flr,3/15/2024,1,1,0,1,2,2,,,0,0
MSDFP,157 E 72nd St OB/GYN,3/27/2024,1,1,0,1,1,1,,,1,1
MSDFP,1468 Madison Ave Pediatric Cardiology 3rd Flr,4/2/2024,1,1,0,0,1,1,,,,
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,4/9/2024,2,1,1,1,1,1,1,1,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,4/9/2024,2,0,0,0,1,1,1,1,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/24/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/24/2024,1,0,1,0,,,1,1,,
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/24/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/24/2024,1,1,1,0,1,1,1,1,,
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,4/24/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/24/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/24/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/24/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/24/2024,1,0,0,1,,,,,1,1
MSDFP,NULL,4/25/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,1,0,1,0,,,1,1,,
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,1,0,0,1,,,,,1,1
MSDFP,NULL,1/1/1900,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,2,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,2,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,2,0,0,1,,,,,1,1
MSDFP,NULL,1/1/1900,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,1,1,0,1,1,1,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/25/2024,2,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/26/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/26/2024,1,0,0,1,,,,,1,1
MSDFP,NULL,4/26/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/26/2024,1,0,1,0,,,1,1,,
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,4/29/2024,1,0,0,1,,,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,1/1/1900,,0,0,0,,,,,,
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,4/30/2024,1,0,1,0,,,1,1,,
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,5/1/2024,1,1,0,1,1,1,,,1,1
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,5/6/2024,2,0,1,0,,,1,1,,
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,5/10/2024,1,1,0,1,1,1,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,5/13/2024,2,0,0,1,,,,,1,
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,5/15/2024,1,0,0,1,,,,,1,1
MSDFP,234 E 85th St Primary Care 2nd Flr,5/20/2024,1,1,1,0,1,1,1,1,,
MSDFP,5 E 98th St Medicine 3rd Flr,5/21/2024,1,1,0,0,1,1,,,,
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,5/24/2024,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,5/24/2024,1,0,0,1,,,,,1,1
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,6/4/2024,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,6/7/2024,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,6/14/2024,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,6/17/2024,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,6/17/2024,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,6/17/2024,1,0,0,1,,,,,1,1
MSDFP,2052 Richmond Rd Environmental Medicine and Public Health,6/24/2024,1,0,0,1,,,,,1,1
MSDFP,222 Rt. 59 Environmental Medicine and Public Health,6/26/2024,1,1,1,0,1,1,1,1,,
MSDFP,1468 Madison Ave Environmental Medicine and Public Health 3rd Flr,6/27/2024,1,1,0,0,1,1,,,,
MSDFP,222 Rt. 59 Environmental Medicine and Public Health,6/28/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,222 Rt. 59 Environmental Medicine and Public Health,6/28/2024,1,1,0,0,1,2,,,,
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,7/30/2024,1,0,0,1,,,,,1,2
MSDFP,5 E 98th St Dermatology,7/31/2024,1,1,0,0,2,2,,,,
MSDFP,234 E 85th St Primary Care 2nd Flr,8/1/2024,1,1,1,0,1,2,2,2,,
MSDFP,234 E 85th St Primary Care 2nd Flr,8/1/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/1/2024,1,1,0,0,1,2,,,,
MSDFP,157 E 72nd St OB/GYN,8/1/2024,1,1,0,1,1,1,,,2,2
MSDFP,234 E 85th St Primary Care 2nd Flr,8/1/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/1/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,234 E 85th St Primary Care 6th Flr,8/1/2024,1,1,1,1,1,2,1,2,1,2
MSDFP,157 E 72nd St OB/GYN,8/1/2024,2,1,0,0,,,,,,
MSDFP,157 E 72nd St OB/GYN,8/1/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,0,0,1,1,,,,
MSDFP,234 E 85th St Primary Care 6th Flr,8/2/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,0,0,1,1,,,,
MSDFP,1468 Madison Ave Dentistry,8/2/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/2/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,0,0,1,2,,,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/5/2024,1,1,0,1,1,1,,,1,1
MSDFP,234 E 85th St Primary Care 6th Flr,8/6/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,157 E 72nd St OB/GYN,8/6/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/6/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/6/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/6/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/6/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/6/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,234 E 85th St ENT,8/6/2024,1,1,0,0,2,2,,,,
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/7/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/8/2024,1,1,0,1,1,1,,,2,2
MSDFP,157 E 72nd St OB/GYN,8/8/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,157 E 72nd St OB/GYN,1/1/1900,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/8/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/8/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/8/2024,1,1,1,0,1,1,2,2,,
MSDFP,157 E 72nd St OB/GYN,8/8/2024,1,1,0,0,1,1,,,,
MSDFP,234 E 85th St Primary Care 2nd Flr,8/8/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/8/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/8/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,0,1,1,2,,,1,2
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,1,0,1,0,2,1,,
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,1,1,0,0,0,0,1,0
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/9/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/12/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/12/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/12/2024,1,1,1,1,1,1,1,1,2,2
MSDFP,157 E 72nd St OB/GYN,8/12/2024,1,1,0,1,1,1,,,1,1
MSDFP,1468 Madison Ave Dentistry,8/12/2024,1,1,0,0,1,1,,,,
MSDFP,1468 Madison Ave Dentistry,8/12/2024,1,1,0,0,1,1,,,,
MSDFP,1468 Madison Ave Dentistry,8/12/2024,1,1,0,0,1,1,,,,
MSDFP,1468 Madison Ave Dentistry,8/12/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/12/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/12/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/12/2024,1,1,0,0,1,1,,,,
MSDFP,1428 Madison Ave Genetics and Genomic Sciences,8/12/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/13/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/13/2024,1,1,0,0,1,1,,,,
MSDFP,1468 Madison Ave Dentistry,8/13/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/13/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/13/2024,1,1,1,0,1,1,1,1,,
MSDFP,234 E 85th St Primary Care 2nd Flr,8/13/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,234 E 85th St Primary Care 2nd Flr,8/13/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,157 E 72nd St OB/GYN,8/13/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,157 E 72nd St OB/GYN,8/13/2024,1,1,1,0,1,1,1,1,,
MSDFP,234 E 85th St Primary Care 2nd Flr,8/13/2024,1,1,0,0,1,2,,,,
MSDFP,234 E 85th St Primary Care 2nd Flr,8/13/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/13/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/13/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/13/2024,1,1,0,0,1,1,,,,
MSDFP,234 E 85th St Primary Care 2nd Flr,8/13/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/14/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/14/2024,1,1,1,0,1,1,1,1,,
MSDFP,234 E 85th St Primary Care 2nd Flr,8/14/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/14/2024,1,1,0,1,1,1,,,1,1
MSDFP,234 E 85th St Primary Care 2nd Flr,8/14/2024,2,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/14/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/14/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/14/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/14/2024,1,1,0,1,2,2,,,2,2
MSDFP,157 E 72nd St OB/GYN,8/15/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/15/2024,1,1,1,0,2,2,0,2,,
MSDFP,157 E 72nd St OB/GYN,8/15/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/15/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/15/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/15/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/15/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/15/2024,1,1,1,0,1,1,1,1,,
MSDFP,234 E 85th St Primary Care 6th Flr,8/15/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/15/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/15/2024,1,1,1,0,2,2,2,2,,
MSDFP,157 E 72nd St OB/GYN,8/15/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/16/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/16/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/16/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/16/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/16/2024,1,1,1,0,1,1,1,2,,
MSDFP,157 E 72nd St OB/GYN,8/16/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/16/2024,1,1,1,0,2,2,2,2,,
MSDFP,157 E 72nd St OB/GYN,8/16/2024,1,1,0,0,1,2,,,,
MSDFP,157 E 72nd St OB/GYN,8/19/2024,1,1,1,1,1,1,1,1,1,1
MSDFP,157 E 72nd St OB/GYN,1/1/1900,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/19/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/19/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/19/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/19/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/19/2024,1,1,1,0,1,1,1,1,,
MSDFP,157 E 72nd St OB/GYN,8/19/2024,1,1,0,1,1,,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/19/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/19/2024,1,1,0,0,1,1,,,,
MSDFP,157 E 72nd St OB/GYN,8/19/2024,1,1,0,1,1,1,,,1,1
MSDFP,157 E 72nd St OB/GYN,8/19/2024,1,1,0,1,1,1,,,1,1
